,global-confirmed,global-deaths,US-confirmed,US-deaths
2020-04-11,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/6e3f6284d4add1e2eba68609c1e763c99f95112f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/6e3f6284d4add1e2eba68609c1e763c99f95112f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/6e3f6284d4add1e2eba68609c1e763c99f95112f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/6e3f6284d4add1e2eba68609c1e763c99f95112f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-04-12,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/971d70f7285e94232211ec3371e23ffcbdf5073c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/971d70f7285e94232211ec3371e23ffcbdf5073c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/971d70f7285e94232211ec3371e23ffcbdf5073c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/971d70f7285e94232211ec3371e23ffcbdf5073c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-04-13,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/2dfae42950a7a0dcc0f728799843fd313f6c2bf8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/2dfae42950a7a0dcc0f728799843fd313f6c2bf8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/2dfae42950a7a0dcc0f728799843fd313f6c2bf8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/2dfae42950a7a0dcc0f728799843fd313f6c2bf8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-04-14,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/a9fd32a9550b67a87c2839ce76ed73c54e92feab/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/a9fd32a9550b67a87c2839ce76ed73c54e92feab/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/a9fd32a9550b67a87c2839ce76ed73c54e92feab/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/a9fd32a9550b67a87c2839ce76ed73c54e92feab/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-04-15,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/c7a5b79a613b976f13ee453e4f6cb067419c5f2d/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/c7a5b79a613b976f13ee453e4f6cb067419c5f2d/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/c7a5b79a613b976f13ee453e4f6cb067419c5f2d/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/c7a5b79a613b976f13ee453e4f6cb067419c5f2d/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-04-16,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7a2941d8d68a74242c4e5eb05dc7750ca494f61b/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7a2941d8d68a74242c4e5eb05dc7750ca494f61b/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7a2941d8d68a74242c4e5eb05dc7750ca494f61b/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7a2941d8d68a74242c4e5eb05dc7750ca494f61b/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-04-17,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/897596d1f524472583cf29915041f243eabfcde9/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/897596d1f524472583cf29915041f243eabfcde9/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/897596d1f524472583cf29915041f243eabfcde9/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/897596d1f524472583cf29915041f243eabfcde9/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-04-18,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/a62b8218124eded66adcb6390fcca3ddc86fa1aa/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/a62b8218124eded66adcb6390fcca3ddc86fa1aa/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/a62b8218124eded66adcb6390fcca3ddc86fa1aa/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/a62b8218124eded66adcb6390fcca3ddc86fa1aa/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-04-19,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/6c4ac9ee9b9a16486bc06807491377b5b96aa1e8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/6c4ac9ee9b9a16486bc06807491377b5b96aa1e8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/6c4ac9ee9b9a16486bc06807491377b5b96aa1e8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/6c4ac9ee9b9a16486bc06807491377b5b96aa1e8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-04-20,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/708bf2159f9d6370b48c4192f8166dcb9523a929/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/708bf2159f9d6370b48c4192f8166dcb9523a929/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/708bf2159f9d6370b48c4192f8166dcb9523a929/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/708bf2159f9d6370b48c4192f8166dcb9523a929/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-04-21,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/ca11cb6e451fa5f4c89e063accc9a7a3b0b6e3e6/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/ca11cb6e451fa5f4c89e063accc9a7a3b0b6e3e6/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/ca11cb6e451fa5f4c89e063accc9a7a3b0b6e3e6/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/ca11cb6e451fa5f4c89e063accc9a7a3b0b6e3e6/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-04-22,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/db4efa2b362f56ee03b5fc5664330d7282c610b9/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/db4efa2b362f56ee03b5fc5664330d7282c610b9/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/db4efa2b362f56ee03b5fc5664330d7282c610b9/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/db4efa2b362f56ee03b5fc5664330d7282c610b9/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-04-23,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/8ad492e92c69bbb4d0ea0f789307107d9bb3e2fb/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/8ad492e92c69bbb4d0ea0f789307107d9bb3e2fb/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/8ad492e92c69bbb4d0ea0f789307107d9bb3e2fb/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/8ad492e92c69bbb4d0ea0f789307107d9bb3e2fb/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-04-24,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/19299ca1750e06041c7dd0dbd29b5bb473ebe533/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/19299ca1750e06041c7dd0dbd29b5bb473ebe533/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/19299ca1750e06041c7dd0dbd29b5bb473ebe533/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/19299ca1750e06041c7dd0dbd29b5bb473ebe533/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-04-25,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/9d48f7da3911221fb7d42c46e35f5e7d9e2fd1af/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/9d48f7da3911221fb7d42c46e35f5e7d9e2fd1af/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/9d48f7da3911221fb7d42c46e35f5e7d9e2fd1af/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/9d48f7da3911221fb7d42c46e35f5e7d9e2fd1af/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-04-26,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/65ba34a7526f7376ebe5bfd2fd312ea652bad1f0/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/65ba34a7526f7376ebe5bfd2fd312ea652bad1f0/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/65ba34a7526f7376ebe5bfd2fd312ea652bad1f0/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/65ba34a7526f7376ebe5bfd2fd312ea652bad1f0/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-04-27,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/8a92419283594053dcafa91e70adeda84c5d44b6/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/8a92419283594053dcafa91e70adeda84c5d44b6/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/8a92419283594053dcafa91e70adeda84c5d44b6/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/8a92419283594053dcafa91e70adeda84c5d44b6/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-04-28,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/bda67e3db0e8dca4540297633d431a8021c035c8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/bda67e3db0e8dca4540297633d431a8021c035c8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/bda67e3db0e8dca4540297633d431a8021c035c8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/bda67e3db0e8dca4540297633d431a8021c035c8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-04-29,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4fd1f718ecaf37852ec5a1821d4a2b8a5d83823c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4fd1f718ecaf37852ec5a1821d4a2b8a5d83823c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4fd1f718ecaf37852ec5a1821d4a2b8a5d83823c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4fd1f718ecaf37852ec5a1821d4a2b8a5d83823c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-04-30,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/05622493043e3ac23b5a00569328bf8900fc2bbf/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/05622493043e3ac23b5a00569328bf8900fc2bbf/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/05622493043e3ac23b5a00569328bf8900fc2bbf/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/05622493043e3ac23b5a00569328bf8900fc2bbf/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-05-01,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/2666c91045d23636ec66972b1f32a0a7f07d06f2/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/2666c91045d23636ec66972b1f32a0a7f07d06f2/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/2666c91045d23636ec66972b1f32a0a7f07d06f2/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/2666c91045d23636ec66972b1f32a0a7f07d06f2/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-05-02,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/ee56e55a0b06a320070c09e59705b3c04f72e5de/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/ee56e55a0b06a320070c09e59705b3c04f72e5de/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/ee56e55a0b06a320070c09e59705b3c04f72e5de/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/ee56e55a0b06a320070c09e59705b3c04f72e5de/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-05-03,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/fae8335e3655cbac286801660229c6bc10576aec/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/fae8335e3655cbac286801660229c6bc10576aec/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/fae8335e3655cbac286801660229c6bc10576aec/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/fae8335e3655cbac286801660229c6bc10576aec/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-05-04,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/3377100d88de45783be0fa2696e787851c8ef27e/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/3377100d88de45783be0fa2696e787851c8ef27e/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/3377100d88de45783be0fa2696e787851c8ef27e/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/3377100d88de45783be0fa2696e787851c8ef27e/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-05-05,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/dce1b48f54bd7551295c27a2878701cf2c58a1c8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/dce1b48f54bd7551295c27a2878701cf2c58a1c8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/dce1b48f54bd7551295c27a2878701cf2c58a1c8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/dce1b48f54bd7551295c27a2878701cf2c58a1c8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
